QUOTE,1581518990839,SUBS,1,bid-price,1,336.9
QUOTE,1581518990839,SUBS,2,ask-price,2,336.91
QUOTE,1581518990839,SUBS,3,last-price,3,336.9095
QUOTE,1581518990839,SUBS,4,bid-size,4,7
QUOTE,1581518990839,SUBS,5,ask-size,5,4
QUOTE,1581518990839,SUBS,6,ask-id,6,Y
QUOTE,1581518990839,SUBS,key,symbol,key,SSO
QUOTE,1581518990839,SUBS,2,ask-price,2,164.48
QUOTE,1581518990839,SUBS,5,ask-size,5,15
QUOTE,1581518990839,SUBS,6,ask-id,6,N
QUOTE,1581518990839,SUBS,key,symbol,key,UPRO
QUOTE,1581518990839,SUBS,1,bid-price,1,79.41
QUOTE,1581518990839,SUBS,4,bid-size,4,3
QUOTE,1581518990839,SUBS,7,bid-id,7,Z
QUOTE,1581518990839,SUBS,key,symbol,key,SPXU
QUOTE,1581518990839,SUBS,4,bid-size,4,189
QUOTE,1581518990839,SUBS,key,symbol,key,SPXS
QUOTE,1581518990839,SUBS,4,bid-size,4,216
QUOTE,1581518990839,SUBS,5,ask-size,5,1179
QUOTE,1581518990839,SUBS,7,bid-id,7,T
QUOTE,1581518991884,SUBS,key,symbol,key,VOO
QUOTE,1581518991884,SUBS,2,ask-price,2,309.6
QUOTE,1581518991884,SUBS,4,bid-size,4,1
QUOTE,1581518991884,SUBS,5,ask-size,5,5
QUOTE,1581518991884,SUBS,7,bid-id,7,T
QUOTE,1581518991884,SUBS,key,symbol,key,SPXL
QUOTE,1581518991884,SUBS,1,bid-price,1,74.96
QUOTE,1581518991884,SUBS,4,bid-size,4,8
QUOTE,1581518991884,SUBS,5,ask-size,5,11
QUOTE,1581518991884,SUBS,7,bid-id,7,N
QUOTE,1581518991884,SUBS,key,symbol,key,IVV
QUOTE,1581518991884,SUBS,1,bid-price,1,338.42
QUOTE,1581518991884,SUBS,2,ask-price,2,338.45
QUOTE,1581518991884,SUBS,4,bid-size,4,1
QUOTE,1581518991884,SUBS,6,ask-id,6,K
QUOTE,1581518991884,SUBS,7,bid-id,7,Z
QUOTE,1581518991884,SUBS,key,symbol,key,SPY
QUOTE,1581518991884,SUBS,1,bid-price,1,336.89
QUOTE,1581518991884,SUBS,3,last-price,3,336.9
QUOTE,1581518991884,SUBS,4,bid-size,4,9
QUOTE,1581518991884,SUBS,5,ask-size,5,38
QUOTE,1581518991884,SUBS,6,ask-id,6,T
QUOTE,1581518991884,SUBS,key,symbol,key,SSO
QUOTE,1581518991884,SUBS,2,ask-price,2,164.46
QUOTE,1581518991884,SUBS,4,bid-size,4,2
QUOTE,1581518991884,SUBS,5,ask-size,5,1
QUOTE,1581518991884,SUBS,6,ask-id,6,P
QUOTE,1581518991884,SUBS,key,symbol,key,UPRO
QUOTE,1581518991884,SUBS,4,bid-size,4,1
QUOTE,1581518991884,SUBS,6,ask-id,6,K
QUOTE,1581518991884,SUBS,7,bid-id,7,T
QUOTE,1581518991884,SUBS,key,symbol,key,SPXS
QUOTE,1581518991884,SUBS,4,bid-size,4,468
QUOTE,1581518991884,SUBS,7,bid-id,7,P
QUOTE,1581518992928,SUBS,key,symbol,key,VOO
QUOTE,1581518992928,SUBS,1,bid-price,1,309.58
QUOTE,1581518992928,SUBS,5,ask-size,5,10
QUOTE,1581518992928,SUBS,key,symbol,key,SPXL
QUOTE,1581518992928,SUBS,2,ask-price,2,74.97
QUOTE,1581518992928,SUBS,4,bid-size,4,7
QUOTE,1581518992928,SUBS,5,ask-size,5,4
QUOTE,1581518992928,SUBS,6,ask-id,6,T
QUOTE,1581518992928,SUBS,key,symbol,key,IVV
QUOTE,1581518992928,SUBS,2,ask-price,2,338.44
QUOTE,1581518992928,SUBS,5,ask-size,5,1
QUOTE,1581518992928,SUBS,6,ask-id,6,Z
QUOTE,1581518992928,SUBS,7,bid-id,7,P
QUOTE,1581518992928,SUBS,key,symbol,key,SPY
QUOTE,1581518992928,SUBS,2,ask-price,2,336.9
QUOTE,1581518992928,SUBS,4,bid-size,4,2
QUOTE,1581518992928,SUBS,5,ask-size,5,26
QUOTE,1581518992928,SUBS,key,symbol,key,SSO
QUOTE,1581518992928,SUBS,4,bid-size,4,1
QUOTE,1581518992928,SUBS,key,symbol,key,UPRO
QUOTE,1581518992928,SUBS,1,bid-price,1,79.4
QUOTE,1581518992928,SUBS,4,bid-size,4,10
QUOTE,1581518992928,SUBS,5,ask-size,5,8
QUOTE,1581518992928,SUBS,6,ask-id,6,Z
QUOTE,1581518992928,SUBS,7,bid-id,7,P
QUOTE,1581518992928,SUBS,key,symbol,key,SPXU
QUOTE,1581518992928,SUBS,5,ask-size,5,264
QUOTE,1581518992928,SUBS,key,symbol,key,SPXS
QUOTE,1581518992928,SUBS,4,bid-size,4,564
QUOTE,1581518992928,SUBS,5,ask-size,5,1010
QUOTE,1581518993972,SUBS,key,symbol,key,VOO
QUOTE,1581518993972,SUBS,3,last-price,3,309.58
QUOTE,1581518993972,SUBS,5,ask-size,5,6
QUOTE,1581518993972,SUBS,6,ask-id,6,Z
QUOTE,1581518993972,SUBS,key,symbol,key,SPXL
QUOTE,1581518993972,SUBS,4,bid-size,4,1
QUOTE,1581518993972,SUBS,5,ask-size,5,5
QUOTE,1581518993972,SUBS,key,symbol,key,IVV
QUOTE,1581518993972,SUBS,1,bid-price,1,338.41
QUOTE,1581518993972,SUBS,3,last-price,3,338.42
QUOTE,1581518993972,SUBS,4,bid-size,4,7
QUOTE,1581518993972,SUBS,6,ask-id,6,K
QUOTE,1581518993972,SUBS,7,bid-id,7,Z
QUOTE,1581518993972,SUBS,key,symbol,key,SPY
QUOTE,1581518993972,SUBS,1,bid-price,1,336.88
QUOTE,1581518993972,SUBS,2,ask-price,2,336.89
QUOTE,1581518993972,SUBS,3,last-price,3,336.89
QUOTE,1581518993972,SUBS,4,bid-size,4,12
QUOTE,1581518993972,SUBS,5,ask-size,5,1
QUOTE,1581518993972,SUBS,6,ask-id,6,P
QUOTE,1581518993972,SUBS,key,symbol,key,SSO
QUOTE,1581518993972,SUBS,1,bid-price,1,164.43
QUOTE,1581518993972,SUBS,3,last-price,3,164.45
QUOTE,1581518993972,SUBS,4,bid-size,4,2
QUOTE,1581518993972,SUBS,5,ask-size,5,5
QUOTE,1581518993972,SUBS,6,ask-id,6,K
QUOTE,1581518993972,SUBS,key,symbol,key,UPRO
QUOTE,1581518993972,SUBS,3,last-price,3,79.405
QUOTE,1581518993972,SUBS,4,bid-size,4,4
QUOTE,1581518993972,SUBS,6,ask-id,6,K
QUOTE,1581518993972,SUBS,key,symbol,key,SPXU
QUOTE,1581518993972,SUBS,3,last-price,3,17.4102
QUOTE,1581518993972,SUBS,5,ask-size,5,263
QUOTE,1581518993972,SUBS,key,symbol,key,SPXS
QUOTE,1581518993972,SUBS,5,ask-size,5,963
QUOTE,1581518994975,SUBS,key,symbol,key,SH
QUOTE,1581518994975,SUBS,4,bid-size,4,2148
QUOTE,1581518994975,SUBS,5,ask-size,5,946
QUOTE,1581518994975,SUBS,key,symbol,key,VOO
QUOTE,1581518994975,SUBS,1,bid-price,1,309.59
QUOTE,1581518994975,SUBS,4,bid-size,4,2
QUOTE,1581518994975,SUBS,5,ask-size,5,5
QUOTE,1581518994975,SUBS,key,symbol,key,SPXL
QUOTE,1581518994975,SUBS,1,bid-price,1,74.97
QUOTE,1581518994975,SUBS,2,ask-price,2,74.98
QUOTE,1581518994975,SUBS,5,ask-size,5,11
QUOTE,1581518994975,SUBS,6,ask-id,6,Z
QUOTE,1581518994975,SUBS,7,bid-id,7,Z
QUOTE,1581518994975,SUBS,key,symbol,key,IVV
QUOTE,1581518994975,SUBS,1,bid-price,1,338.42
QUOTE,1581518994975,SUBS,2,ask-price,2,338.45
QUOTE,1581518994975,SUBS,4,bid-size,4,2
QUOTE,1581518994975,SUBS,5,ask-size,5,5
QUOTE,1581518994975,SUBS,7,bid-id,7,P
QUOTE,1581518994975,SUBS,key,symbol,key,SPY
QUOTE,1581518994975,SUBS,1,bid-price,1,336.9
QUOTE,1581518994975,SUBS,2,ask-price,2,336.91
QUOTE,1581518994975,SUBS,3,last-price,3,336.91
QUOTE,1581518994975,SUBS,4,bid-size,4,5
QUOTE,1581518994975,SUBS,5,ask-size,5,28
QUOTE,1581518994975,SUBS,6,ask-id,6,T
QUOTE,1581518994975,SUBS,key,symbol,key,SDS
QUOTE,1581518994975,SUBS,5,ask-size,5,317
QUOTE,1581518994975,SUBS,key,symbol,key,SSO
QUOTE,1581518994975,SUBS,1,bid-price,1,164.45
QUOTE,1581518994975,SUBS,6,ask-id,6,N
QUOTE,1581518994975,SUBS,7,bid-id,7,Z
QUOTE,1581518994975,SUBS,key,symbol,key,UPRO
QUOTE,1581518994975,SUBS,1,bid-price,1,79.41
QUOTE,1581518994975,SUBS,4,bid-size,4,1
QUOTE,1581518994975,SUBS,5,ask-size,5,7
QUOTE,1581518994975,SUBS,7,bid-id,7,N
QUOTE,1581518994975,SUBS,key,symbol,key,SPXU
QUOTE,1581518994975,SUBS,4,bid-size,4,144
QUOTE,1581518994975,SUBS,5,ask-size,5,297
QUOTE,1581518994975,SUBS,key,symbol,key,SPXS
QUOTE,1581518994975,SUBS,3,last-price,3,11.52
QUOTE,1581518994975,SUBS,4,bid-size,4,252
QUOTE,1581518994975,SUBS,5,ask-size,5,1214
QUOTE,1581518996002,SUBS,key,symbol,key,SH
QUOTE,1581518996002,SUBS,4,bid-size,4,2570
QUOTE,1581518996002,SUBS,5,ask-size,5,924
QUOTE,1581518996002,SUBS,key,symbol,key,VOO
QUOTE,1581518996002,SUBS,2,ask-price,2,309.61
QUOTE,1581518996002,SUBS,3,last-price,3,309.6
QUOTE,1581518996002,SUBS,4,bid-size,4,3
QUOTE,1581518996002,SUBS,5,ask-size,5,1
QUOTE,1581518996002,SUBS,6,ask-id,6,T
QUOTE,1581518996002,SUBS,7,bid-id,7,N
QUOTE,1581518996002,SUBS,key,symbol,key,SPXL
QUOTE,1581518996002,SUBS,4,bid-size,4,3
QUOTE,1581518996002,SUBS,5,ask-size,5,2
QUOTE,1581518996002,SUBS,6,ask-id,6,T
QUOTE,1581518996002,SUBS,7,bid-id,7,N
QUOTE,1581518996002,SUBS,key,symbol,key,IVV
QUOTE,1581518996002,SUBS,1,bid-price,1,338.44
QUOTE,1581518996002,SUBS,2,ask-price,2,338.47
QUOTE,1581518996002,SUBS,4,bid-size,4,1
QUOTE,1581518996002,SUBS,5,ask-size,5,7
QUOTE,1581518996002,SUBS,6,ask-id,6,N
QUOTE,1581518996002,SUBS,7,bid-id,7,T
QUOTE,1581518996002,SUBS,key,symbol,key,SPY
QUOTE,1581518996002,SUBS,4,bid-size,4,11
QUOTE,1581518996002,SUBS,5,ask-size,5,1
QUOTE,1581518996002,SUBS,6,ask-id,6,N
QUOTE,1581518996002,SUBS,key,symbol,key,SDS
QUOTE,1581518996002,SUBS,5,ask-size,5,391
QUOTE,1581518996002,SUBS,key,symbol,key,SSO
QUOTE,1581518996002,SUBS,2,ask-price,2,164.48
QUOTE,1581518996002,SUBS,4,bid-size,4,1
QUOTE,1581518996002,SUBS,5,ask-size,5,2
QUOTE,1581518996002,SUBS,6,ask-id,6,K
QUOTE,1581518996002,SUBS,7,bid-id,7,K
QUOTE,1581518996002,SUBS,key,symbol,key,UPRO
QUOTE,1581518996002,SUBS,1,bid-price,1,79.42
QUOTE,1581518996002,SUBS,2,ask-price,2,79.43
QUOTE,1581518996002,SUBS,5,ask-size,5,4
QUOTE,1581518996002,SUBS,6,ask-id,6,N
QUOTE,1581518996002,SUBS,7,bid-id,7,T
QUOTE,1581518996002,SUBS,key,symbol,key,SPXU
QUOTE,1581518996002,SUBS,3,last-price,3,17.4134
QUOTE,1581518996002,SUBS,4,bid-size,4,75
QUOTE,1581518996002,SUBS,5,ask-size,5,390
QUOTE,1581518996002,SUBS,key,symbol,key,SPXS
QUOTE,1581518996002,SUBS,4,bid-size,4,216
QUOTE,1581518996002,SUBS,5,ask-size,5,1195
QUOTE,1581518996002,SUBS,7,bid-id,7,T
QUOTE,1581518997029,SUBS,key,symbol,key,VOO
QUOTE,1581518997029,SUBS,4,bid-size,4,2
QUOTE,1581518997029,SUBS,7,bid-id,7,P
QUOTE,1581518997029,SUBS,key,symbol,key,SPXL
QUOTE,1581518997029,SUBS,7,bid-id,7,T
QUOTE,1581518997029,SUBS,key,symbol,key,IVV
QUOTE,1581518997029,SUBS,4,bid-size,4,2
QUOTE,1581518997029,SUBS,6,ask-id,6,K
QUOTE,1581518997029,SUBS,7,bid-id,7,P
QUOTE,1581518997029,SUBS,key,symbol,key,SPY
QUOTE,1581518997029,SUBS,1,bid-price,1,336.91
QUOTE,1581518997029,SUBS,2,ask-price,2,336.92
QUOTE,1581518997029,SUBS,4,bid-size,4,1
QUOTE,1581518997029,SUBS,5,ask-size,5,30
QUOTE,1581518997029,SUBS,6,ask-id,6,T
QUOTE,1581518997029,SUBS,7,bid-id,7,P
QUOTE,1581518997029,SUBS,key,symbol,key,SDS
QUOTE,1581518997029,SUBS,4,bid-size,4,402
QUOTE,1581518997029,SUBS,5,ask-size,5,394
QUOTE,1581518997029,SUBS,key,symbol,key,SSO
QUOTE,1581518997029,SUBS,2,ask-price,2,164.49
QUOTE,1581518997029,SUBS,5,ask-size,5,10
QUOTE,1581518997029,SUBS,6,ask-id,6,N
QUOTE,1581518997029,SUBS,7,bid-id,7,Z
QUOTE,1581518997029,SUBS,key,symbol,key,UPRO
QUOTE,1581518997029,SUBS,1,bid-price,1,79.41
QUOTE,1581518997029,SUBS,4,bid-size,4,2
QUOTE,1581518997029,SUBS,5,ask-size,5,2
QUOTE,1581518997029,SUBS,6,ask-id,6,T
QUOTE,1581518997029,SUBS,7,bid-id,7,Z
QUOTE,1581518997029,SUBS,key,symbol,key,SPXU
QUOTE,1581518997029,SUBS,4,bid-size,4,5
QUOTE,1581518997029,SUBS,key,symbol,key,SPXS
QUOTE,1581518997029,SUBS,5,ask-size,5,1198
QUOTE,1581518998054,SUBS,key,symbol,key,VOO
QUOTE,1581518998054,SUBS,2,ask-price,2,309.62
QUOTE,1581518998054,SUBS,5,ask-size,5,3
QUOTE,1581518998054,SUBS,6,ask-id,6,P
QUOTE,1581518998054,SUBS,7,bid-id,7,Z
QUOTE,1581518998054,SUBS,key,symbol,key,SPXL
QUOTE,1581518998054,SUBS,4,bid-size,4,4
QUOTE,1581518998054,SUBS,6,ask-id,6,P
QUOTE,1581518998054,SUBS,7,bid-id,7,N
QUOTE,1581518998054,SUBS,key,symbol,key,IVV
QUOTE,1581518998054,SUBS,6,ask-id,6,Z
QUOTE,1581518998054,SUBS,key,symbol,key,SPY
QUOTE,1581518998054,SUBS,1,bid-price,1,336.9
QUOTE,1581518998054,SUBS,4,bid-size,4,11
QUOTE,1581518998054,SUBS,5,ask-size,5,14
QUOTE,1581518998054,SUBS,7,bid-id,7,T
QUOTE,1581518998054,SUBS,key,symbol,key,SSO
QUOTE,1581518998054,SUBS,2,ask-price,2,164.47
QUOTE,1581518998054,SUBS,4,bid-size,4,2
QUOTE,1581518998054,SUBS,5,ask-size,5,1
QUOTE,1581518998054,SUBS,6,ask-id,6,T
QUOTE,1581518998054,SUBS,key,symbol,key,UPRO
QUOTE,1581518998054,SUBS,1,bid-price,1,79.42
QUOTE,1581518998054,SUBS,4,bid-size,4,1
QUOTE,1581518998054,SUBS,5,ask-size,5,3
QUOTE,1581518998054,SUBS,6,ask-id,6,N
QUOTE,1581518998054,SUBS,7,bid-id,7,N
QUOTE,1581518998054,SUBS,key,symbol,key,SPXU
QUOTE,1581518998054,SUBS,4,bid-size,4,4
QUOTE,1581518998054,SUBS,key,symbol,key,SPXS
QUOTE,1581518998054,SUBS,4,bid-size,4,221
QUOTE,1581518998054,SUBS,5,ask-size,5,1199
QUOTE,1581518999100,SUBS,key,symbol,key,SH
QUOTE,1581518999100,SUBS,4,bid-size,4,2569
QUOTE,1581518999100,SUBS,key,symbol,key,VOO
QUOTE,1581518999100,SUBS,1,bid-price,1,309.6
QUOTE,1581518999100,SUBS,4,bid-size,4,4
QUOTE,1581518999100,SUBS,5,ask-size,5,6
QUOTE,1581518999100,SUBS,6,ask-id,6,K
QUOTE,1581518999100,SUBS,7,bid-id,7,N
QUOTE,1581518999100,SUBS,key,symbol,key,SPXL
QUOTE,1581518999100,SUBS,4,bid-size,4,6
QUOTE,1581518999100,SUBS,6,ask-id,6,T
QUOTE,1581518999100,SUBS,key,symbol,key,IVV
QUOTE,1581518999100,SUBS,3,last-price,3,338.44
QUOTE,1581518999100,SUBS,4,bid-size,4,3
QUOTE,1581518999100,SUBS,7,bid-id,7,Z
QUOTE,1581518999100,SUBS,key,symbol,key,SPY
QUOTE,1581518999100,SUBS,1,bid-price,1,336.91
QUOTE,1581518999100,SUBS,4,bid-size,4,3
QUOTE,1581518999100,SUBS,5,ask-size,5,12
QUOTE,1581518999100,SUBS,7,bid-id,7,Z
QUOTE,1581518999100,SUBS,key,symbol,key,SDS
QUOTE,1581518999100,SUBS,5,ask-size,5,495
QUOTE,1581518999100,SUBS,key,symbol,key,SSO
QUOTE,1581518999100,SUBS,2,ask-price,2,164.48
QUOTE,1581518999100,SUBS,4,bid-size,4,1
QUOTE,1581518999100,SUBS,5,ask-size,5,2
QUOTE,1581518999100,SUBS,6,ask-id,6,K
QUOTE,1581518999100,SUBS,key,symbol,key,UPRO
QUOTE,1581518999100,SUBS,5,ask-size,5,1
QUOTE,1581518999100,SUBS,key,symbol,key,SPXU
QUOTE,1581518999100,SUBS,5,ask-size,5,407
QUOTE,1581518999100,SUBS,key,symbol,key,SPXS
QUOTE,1581518999100,SUBS,5,ask-size,5,1196
QUOTE,1581519000125,SUBS,key,symbol,key,SH
QUOTE,1581519000125,SUBS,4,bid-size,4,2570
QUOTE,1581519000125,SUBS,key,symbol,key,VOO
QUOTE,1581519000125,SUBS,1,bid-price,1,309.59
QUOTE,1581519000125,SUBS,2,ask-price,2,309.61
QUOTE,1581519000125,SUBS,4,bid-size,4,6
QUOTE,1581519000125,SUBS,5,ask-size,5,4
QUOTE,1581519000125,SUBS,6,ask-id,6,N
QUOTE,1581519000125,SUBS,7,bid-id,7,T
QUOTE,1581519000125,SUBS,key,symbol,key,SPXL
QUOTE,1581519000125,SUBS,4,bid-size,4,1
QUOTE,1581519000125,SUBS,5,ask-size,5,5
QUOTE,1581519000125,SUBS,6,ask-id,6,N
QUOTE,1581519000125,SUBS,7,bid-id,7,P
QUOTE,1581519000125,SUBS,key,symbol,key,IVV
QUOTE,1581519000125,SUBS,2,ask-price,2,338.46
QUOTE,1581519000125,SUBS,4,bid-size,4,1
QUOTE,1581519000125,SUBS,5,ask-size,5,3
QUOTE,1581519000125,SUBS,6,ask-id,6,K
QUOTE,1581519000125,SUBS,key,symbol,key,SPY
QUOTE,1581519000125,SUBS,1,bid-price,1,336.89
QUOTE,1581519000125,SUBS,2,ask-price,2,336.91
QUOTE,1581519000125,SUBS,3,last-price,3,336.896
QUOTE,1581519000125,SUBS,4,bid-size,4,11
QUOTE,1581519000125,SUBS,5,ask-size,5,10
QUOTE,1581519000125,SUBS,7,bid-id,7,T
QUOTE,1581519000125,SUBS,key,symbol,key,SDS
QUOTE,1581519000125,SUBS,5,ask-size,5,317
QUOTE,1581519000125,SUBS,key,symbol,key,SSO
QUOTE,1581519000125,SUBS,5,ask-size,5,10
QUOTE,1581519000125,SUBS,6,ask-id,6,N
QUOTE,1581519000125,SUBS,7,bid-id,7,T
QUOTE,1581519000125,SUBS,key,symbol,key,UPRO
QUOTE,1581519000125,SUBS,1,bid-price,1,79.41
QUOTE,1581519000125,SUBS,4,bid-size,4,8
QUOTE,1581519000125,SUBS,5,ask-size,5,3
QUOTE,1581519000125,SUBS,6,ask-id,6,Z
QUOTE,1581519000125,SUBS,7,bid-id,7,T
QUOTE,1581519000125,SUBS,key,symbol,key,SPXU
QUOTE,1581519000125,SUBS,4,bid-size,4,74
QUOTE,1581519000125,SUBS,5,ask-size,5,390
QUOTE,1581519000125,SUBS,key,symbol,key,SPXS
QUOTE,1581519000125,SUBS,4,bid-size,4,325
QUOTE,1581519000125,SUBS,5,ask-size,5,1185
QUOTE,1581519000125,SUBS,7,bid-id,7,P
QUOTE,1581519001129,SUBS,key,symbol,key,VOO
QUOTE,1581519001129,SUBS,2,ask-price,2,309.6
QUOTE,1581519001129,SUBS,4,bid-size,4,2
QUOTE,1581519001129,SUBS,5,ask-size,5,5
QUOTE,1581519001129,SUBS,6,ask-id,6,K
QUOTE,1581519001129,SUBS,key,symbol,key,SPXL
QUOTE,1581519001129,SUBS,5,ask-size,5,11
QUOTE,1581519001129,SUBS,6,ask-id,6,Z
QUOTE,1581519001129,SUBS,key,symbol,key,IVV
QUOTE,1581519001129,SUBS,2,ask-price,2,338.45
QUOTE,1581519001129,SUBS,5,ask-size,5,5
QUOTE,1581519001129,SUBS,6,ask-id,6,N
QUOTE,1581519001129,SUBS,7,bid-id,7,T
QUOTE,1581519001129,SUBS,key,symbol,key,SPY
QUOTE,1581519001129,SUBS,1,bid-price,1,336.9
QUOTE,1581519001129,SUBS,3,last-price,3,336.9
QUOTE,1581519001129,SUBS,4,bid-size,4,1
QUOTE,1581519001129,SUBS,5,ask-size,5,40
QUOTE,1581519001129,SUBS,7,bid-id,7,P
QUOTE,1581519001129,SUBS,key,symbol,key,SDS
QUOTE,1581519001129,SUBS,5,ask-size,5,307
QUOTE,1581519001129,SUBS,key,symbol,key,SSO
QUOTE,1581519001129,SUBS,1,bid-price,1,164.44
QUOTE,1581519001129,SUBS,2,ask-price,2,164.47
QUOTE,1581519001129,SUBS,5,ask-size,5,5
QUOTE,1581519001129,SUBS,6,ask-id,6,P
QUOTE,1581519001129,SUBS,7,bid-id,7,K
QUOTE,1581519001129,SUBS,key,symbol,key,UPRO
QUOTE,1581519001129,SUBS,2,ask-price,2,79.42
QUOTE,1581519001129,SUBS,4,bid-size,4,1
QUOTE,1581519001129,SUBS,5,ask-size,5,7
QUOTE,1581519001129,SUBS,6,ask-id,6,K
QUOTE,1581519001129,SUBS,7,bid-id,7,P
QUOTE,1581519001129,SUBS,key,symbol,key,SPXU
QUOTE,1581519001129,SUBS,5,ask-size,5,359
QUOTE,1581519001129,SUBS,key,symbol,key,SPXS
QUOTE,1581519001129,SUBS,4,bid-size,4,469
QUOTE,1581519001129,SUBS,5,ask-size,5,1181
QUOTE,1581519002156,SUBS,key,symbol,key,VOO
QUOTE,1581519002156,SUBS,1,bid-price,1,309.58
QUOTE,1581519002156,SUBS,2,ask-price,2,309.59
QUOTE,1581519002156,SUBS,3,last-price,3,309.59
QUOTE,1581519002156,SUBS,4,bid-size,4,5
QUOTE,1581519002156,SUBS,5,ask-size,5,1
QUOTE,1581519002156,SUBS,6,ask-id,6,T
QUOTE,1581519002156,SUBS,key,symbol,key,SPXL
QUOTE,1581519002156,SUBS,1,bid-price,1,74.96
QUOTE,1581519002156,SUBS,2,ask-price,2,74.97
QUOTE,1581519002156,SUBS,5,ask-size,5,8
QUOTE,1581519002156,SUBS,6,ask-id,6,N
QUOTE,1581519002156,SUBS,key,symbol,key,IVV
QUOTE,1581519002156,SUBS,1,bid-price,1,338.41
QUOTE,1581519002156,SUBS,2,ask-price,2,338.44
QUOTE,1581519002156,SUBS,4,bid-size,4,6
QUOTE,1581519002156,SUBS,5,ask-size,5,2
QUOTE,1581519002156,SUBS,6,ask-id,6,Z
QUOTE,1581519002156,SUBS,7,bid-id,7,K
QUOTE,1581519002156,SUBS,key,symbol,key,SPY
QUOTE,1581519002156,SUBS,1,bid-price,1,336.88
QUOTE,1581519002156,SUBS,2,ask-price,2,336.9
QUOTE,1581519002156,SUBS,3,last-price,3,336.89
QUOTE,1581519002156,SUBS,4,bid-size,4,9
QUOTE,1581519002156,SUBS,5,ask-size,5,16
QUOTE,1581519002156,SUBS,7,bid-id,7,T
QUOTE,1581519002156,SUBS,key,symbol,key,SSO
QUOTE,1581519002156,SUBS,1,bid-price,1,164.43
QUOTE,1581519002156,SUBS,2,ask-price,2,164.46
QUOTE,1581519002156,SUBS,4,bid-size,4,3
QUOTE,1581519002156,SUBS,5,ask-size,5,1
QUOTE,1581519002156,SUBS,6,ask-id,6,X
QUOTE,1581519002156,SUBS,7,bid-id,7,P
QUOTE,1581519002156,SUBS,key,symbol,key,UPRO
QUOTE,1581519002156,SUBS,1,bid-price,1,79.4
QUOTE,1581519002156,SUBS,4,bid-size,4,4
